Observation Number,Date/Time,LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°)
23691,19 06 2018 12:00,1685.906006,8.768828392,1996.164037,13.08358955
23692,19 06 2018 12:10,1736.57605,8.900840759,2080.273788,13.97994995
23693,19 06 2018 12:20,1499.777954,8.323656082,1720.427234,24.36520004
23694,19 06 2018 12:30,1836.637939,8.919850349,2092.455461,26.25222969
23695,19 06 2018 12:40,1774.175049,8.799741745,2015.779831,25.22789955
23696,19 06 2018 12:50,1523.892944,8.259778976,1682.084039,27.43470001
23697,19 06 2018 13:00,1556.812988,8.426044464,1782.589338,27.14245033
23698,19 06 2018 13:10,1414.968018,8.054162979,1561.164537,22.30228996
23699,19 06 2018 13:20,1488.866943,8.312531471,1713.724611,22.55739021
23700,19 06 2018 13:30,1524.936035,8.469320297,1809.108824,23.25387955
23701,19 06 2018 13:40,1629.493042,8.454647064,1800.101267,23.48269081
23702,19 06 2018 13:50,1758.017944,8.777750015,2001.819881,25.72962952
23703,19 06 2018 14:00,2286.620117,10.02639961,2808.407601,26.45554924
23704,19 06 2018 14:10,2265.52002,9.933991432,2750.37201,27.17027092
23705,19 06 2018 14:20,2236.591064,9.808522224,2667.182529,28.09528923
23706,19 06 2018 14:30,2304.782959,9.94164753,2755.283068,29.54542923
23707,19 06 2018 14:40,2784.172119,10.92615986,3245.743592,30.47216988
23708,19 06 2018 14:50,2311.162109,9.738809586,2618.709245,29.78175926
23709,19 06 2018 15:00,2569.853027,10.47381973,3053.213303,29.82035065
23710,19 06 2018 15:10,2921.778076,10.73958015,3172.532183,30.61639977
23711,19 06 2018 15:20,2807.313965,10.82363033,3206.55103,32.75342941
23712,19 06 2018 15:30,3034.808105,11.22786999,3347.099648,31.8857193
23713,19 06 2018 15:40,3148.376953,11.31459045,3372.563282,31.93313026
23714,19 06 2018 15:50,2842.201904,10.54100037,3085.113066,32.49737167
23715,19 06 2018 16:00,3019.761963,11.00401974,3273.859395,33.34289169
23716,19 06 2018 16:10,3244.500977,11.85851002,3498.213494,33.73052979
23717,19 06 2018 16:20,3307.481934,11.91932011,3508.843178,35.93215179
23718,19 06 2018 16:30,3506.201904,13.07761002,3600,39.86938095
23719,19 06 2018 16:40,3400.311035,12.04106045,3528.191066,37.45246887
23720,19 06 2018 16:50,3342.782959,12.36170959,3567.318703,36.82532883
23721,19 06 2018 17:00,3374.51709,12.62493992,3587.287269,37.89611816
23722,19 06 2018 17:10,3373.00708,12.25269032,3555.889317,39.58876038
23723,19 06 2018 17:20,2857.819092,11.20818043,3341.096555,40.85039902
23724,19 06 2018 17:30,2995.5979,11.24384975,3351.910937,40.25521088
23725,19 06 2018 17:40,2783.008057,10.71341038,3161.584615,39.41543961
23726,19 06 2018 17:50,2798.948975,11.06569004,3295.145321,39.91717148
23727,19 06 2018 18:00,2884.577881,11.08096981,3300.286966,39.98711014
23728,19 06 2018 18:10,3124.419922,11.93826008,3512.021398,42.05273056
23729,19 06 2018 18:20,2865.446045,11.36857033,3387.622649,42.6013298
23730,19 06 2018 18:30,2563.864014,10.21224022,2917.161417,43.84848022
23731,19 06 2018 18:40,2714.821045,10.85424042,3218.514084,43.85680008
23732,19 06 2018 18:50,2275.783936,9.548701286,2478.011867,46.87028122
23733,19 06 2018 19:00,2244.427002,9.552597046,2481.023403,46.56758118
23734,19 06 2018 19:10,2230.227051,9.633755684,2542.527159,46.91296005
23735,19 06 2018 19:20,2588.052002,10.34270954,2987.426445,43.74168015
23736,19 06 2018 19:30,2457.7229,10.30679989,2968.573107,47.68809128
23737,19 06 2018 19:40,2148.038086,9.390757561,2398.314971,47.1386795
23738,19 06 2018 19:50,1685.625977,8.625647545,1906.022713,47.9538002
23739,19 06 2018 20:00,2057.028076,9.518838882,2454.744963,55.59486008
23740,19 06 2018 20:10,1548.244995,8.248818398,1675.540158,55.5443306
23741,19 06 2018 20:20,1117.484985,7.133349895,1077.165236,33.52519989
23742,19 06 2018 20:30,2002.748047,9.269903183,2319.234493,35.67483139
23743,19 06 2018 20:40,1655.003052,8.336417198,1728.128547,44.5215683
23744,19 06 2018 20:50,1823.21106,8.863848686,2056.617035,50.80860901
23745,19 06 2018 21:00,2532.362061,10.39393997,3013.696729,50.31451035
23746,19 06 2018 21:10,2537.996094,10.28180027,2955.231427,49.56803894
23747,19 06 2018 21:20,2821.711914,10.80739021,3200.112318,49.186409
23748,19 06 2018 21:30,2772.190918,10.77171993,3185.744943,50.58382034
23749,19 06 2018 21:40,2769.148926,10.86666012,3223.303924,51.32672882
23750,19 06 2018 21:50,2040.755981,9.250353813,2306.470685,52.64451981
23751,19 06 2018 22:00,2223.245117,9.621102333,2533.092015,54.12604904
23752,19 06 2018 22:10,2058.850098,9.502504349,2441.880893,56.7527504
23753,19 06 2018 22:20,1776.303955,8.743868828,1980.364287,54.97591019
23754,19 06 2018 22:30,1819.760986,8.926989555,2097.034623,58.42411041
23755,19 06 2018 22:40,1738.635986,8.776593208,2001.086282,57.16999054
23756,19 06 2018 22:50,1717.902954,8.847614288,2046.255853,56.91635895
23757,19 06 2018 23:00,1355.838989,8.068670273,1569.563192,58.12131882
23758,19 06 2018 23:10,1568.598022,8.305529594,1709.511276,58.47225189
23759,19 06 2018 23:20,1705.968018,8.677242279,1938.363534,60.85860062
23760,19 06 2018 23:30,1908.868042,9.072932243,2191.109782,57.44631958
23761,19 06 2018 23:40,1700.599976,8.608259201,1895.161203,59.38896942
23762,19 06 2018 23:50,1386.287964,7.951961994,1502.608427,51.78017044
23763,20 06 2018 00:00,1977.114014,9.0599823,2182.728857,52.90840912
23764,20 06 2018 00:10,1797.876953,8.730814934,1972.114921,58.06145859
23765,20 06 2018 00:20,1647.479004,8.426991463,1783.168141,60.78602982
23766,20 06 2018 00:30,1394.469971,7.98679018,1522.441061,58.33932114
23767,20 06 2018 00:40,1495.155029,8.286512375,1698.088743,60.45040894
23768,20 06 2018 00:50,1908.438965,9.250486374,2306.557203,56.15134048
23769,20 06 2018 01:00,2093.143066,9.62625885,2536.943851,57.32820129
23770,20 06 2018 01:10,2199.949951,9.976752281,2777.562299,57.63343811
23771,20 06 2018 01:20,1592.474976,8.547736168,1857.5115,55.33689117
23772,20 06 2018 01:30,1690.953003,8.908341408,2085.078357,54.60977936
23773,20 06 2018 01:40,1937.671021,9.275283813,2322.749058,55.05125046
23774,20 06 2018 01:50,1796.672974,9.160391808,2247.859902,50.55183029
23775,20 06 2018 02:00,1481.464966,8.404278755,1769.305275,54.17076111
23776,20 06 2018 02:10,1869.740967,9.299625397,2338.656648,48.2641983
23777,20 06 2018 02:20,1478.491943,8.329177856,1723.757959,54.65737152
23778,20 06 2018 02:30,1588.901978,8.644396782,1917.755954,58.32889175
23779,20 06 2018 02:40,1865.988037,9.058563232,2181.810834,53.4493103
23780,20 06 2018 02:50,1820.550049,9.16759491,2252.54452,51.54999924
23781,20 06 2018 03:00,1622.761963,8.674568176,1936.683298,58.38663101
23782,20 06 2018 03:10,1534.958984,8.445169449,1794.291739,60.64221954
23783,20 06 2018 03:20,1590.688965,8.581132889,1878.256353,59.96221924
23784,20 06 2018 03:30,1578.600952,8.438049316,1789.931745,58.13130951
23785,20 06 2018 03:40,1598.79895,8.620871544,1903.037476,54.13335037
23786,20 06 2018 03:50,1673.363037,8.70895195,1958.320595,49.88592148
23787,20 06 2018 04:00,1506.430054,8.450796127,1797.73993,53.0740509
23788,20 06 2018 04:10,1152.72998,7.642796993,1332.561835,49.03947067
23789,20 06 2018 04:20,886.5170898,7.10320282,1063.131544,51.14250183
23790,20 06 2018 04:30,563.2938843,6.205434799,695.5138645,48.75643921
23791,20 06 2018 04:40,573.8322754,6.207029819,696.0868167,44.15842056
23792,20 06 2018 04:50,581.2111816,6.193680763,691.3000685,47.0908699
23793,20 06 2018 05:00,435.0404968,5.56716013,488.52881,47.69010162
23794,20 06 2018 05:10,296.6257019,5.038942814,345.6245013,54.1354599
23795,20 06 2018 05:20,269.8959045,4.886744022,308.6560512,54.58292007
23796,20 06 2018 05:30,307.3124084,5.111893177,363.9712838,61.98680115
23797,20 06 2018 05:40,359.568512,5.215760231,390.8273285,60.84123993
23798,20 06 2018 05:50,476.9848938,5.874694824,583.5265079,64.45787048
23799,20 06 2018 06:00,418.5349121,5.560085773,486.4518774,68.26600647
23800,20 06 2018 06:10,440.6218872,5.50328207,469.9445416,65.17952728
23801,20 06 2018 06:20,400.9771118,5.647264004,512.3776593,62.8340683
23802,20 06 2018 06:30,426.4298096,5.587964058,494.6638996,56.56980133
23803,20 06 2018 06:40,283.4591064,4.709392071,267.6852594,55.32503128
23804,20 06 2018 06:50,178.0487061,4.156350136,152.5870876,51.15752029
23805,20 06 2018 07:00,311.6975098,4.851089954,300.2423717,42.26343155
23806,20 06 2018 07:10,336.9247131,5.150257111,373.7888288,39.65406036
23807,20 06 2018 07:20,394.729187,5.212954044,390.0901615,33.53359985
23808,20 06 2018 07:30,461.0663147,5.606227875,500.0837267,32.75559998
23809,20 06 2018 07:40,319.4942932,4.859795094,302.2882071,36.23397827
23810,20 06 2018 07:50,380.9096069,5.185399055,382.8861763,60.13536072
23811,20 06 2018 08:00,772.5189819,6.832092762,942.1603049,61.76620865
23812,20 06 2018 08:10,554.1264038,5.990611076,621.8352056,58.61331177
23813,20 06 2018 08:20,887.3922729,6.860673904,954.4829163,60.37202072
23814,20 06 2018 08:30,712.7153931,6.389194012,763.3250383,54.39805984
23815,20 06 2018 08:40,438.7497864,5.626829147,506.2354014,47.23714066
23816,20 06 2018 08:50,568.6912231,5.903837204,593.0242108,35.51425934
23817,20 06 2018 09:00,422.2084045,5.265564919,404.0199722,37.69882965
23818,20 06 2018 09:10,513.883728,5.774084091,551.4105914,22.32331085
23819,20 06 2018 09:20,563.0725708,6.051723003,641.5756203,23.4409008
23820,20 06 2018 09:30,440.7872925,5.573193073,490.3037206,28.3456707
23821,20 06 2018 09:40,419.4453125,5.497681141,468.3330862,33.05704117
23822,20 06 2018 09:50,448.966095,5.550899982,483.7620696,29.2809391
23823,20 06 2018 10:00,689.0786133,6.337162018,743.7535954,27.75642014
23824,20 06 2018 10:10,886.8760986,6.884614944,964.8812247,30.37080956
23825,20 06 2018 10:20,1095.21106,7.281781197,1148.055081,34.21746826
23826,20 06 2018 10:30,1597.314941,8.528715134,1845.73053,27.35777092
23827,20 06 2018 10:40,1167.246948,7.522274971,1269.453109,31.06547928
23828,20 06 2018 10:50,1110.345947,7.324684143,1169.11722,27.94598007
23829,20 06 2018 11:00,1023.013,7.109410763,1066.01155,27.13849068
23830,20 06 2018 11:10,1600.077026,8.457675934,1801.959305,25.66455078
23831,20 06 2018 11:20,1367.458008,7.925845146,1487.821463,27.04150963
23832,20 06 2018 11:30,1289.21106,7.672608852,1348.46078,23.90413094
23833,20 06 2018 11:40,1243.055054,7.566353798,1292.313214,25.27899933
23834,20 06 2018 11:50,1250.583984,7.553781033,1285.766408,26.94411087
23835,20 06 2018 12:00,1486.22998,8.201016426,1647.125379,28.42976952
23836,20 06 2018 12:10,1378.687012,7.707462788,1367.189403,32.60815048
23837,20 06 2018 12:20,1517.162964,8.20027256,1646.684833,27.72915077
23838,20 06 2018 12:30,1723.490967,8.762281418,1992.016368,29.46157074
23839,20 06 2018 12:40,1569.204956,8.575258255,1874.601771,33.00399017
23840,20 06 2018 12:50,1990.277954,9.316468239,2349.670976,30.88570023
23841,20 06 2018 13:00,1770.738037,8.904378891,2082.539828,33.24958038
23842,20 06 2018 13:10,1293.270996,7.851754189,1446.279778,32.63356018
23843,20 06 2018 13:20,1011.674988,7.083543777,1054.044721,30.98236084
23844,20 06 2018 13:30,1263.858032,7.698273182,1362.236823,33.45870972
23845,20 06 2018 13:40,2068.795898,9.232309341,2294.697549,30.99537086
23846,20 06 2018 13:50,2765.037109,10.88121986,3228.872318,35.95426941
23847,20 06 2018 14:00,2614.112061,10.50739956,3069.308791,35.30083847
23848,20 06 2018 14:10,2391.01001,10.09321022,2848.708936,36.41592026
23849,20 06 2018 14:20,2322.60498,9.689353943,2583.320751,34.26531982
23850,20 06 2018 14:30,2926.531006,11.38613987,3392.39541,34.62612915
23851,20 06 2018 14:40,2962.644043,11.34877968,3382.171021,33.82601929
23852,20 06 2018 14:50,2975.782959,11.5455904,3432.883076,36.51831818
23853,20 06 2018 15:00,2690.793945,10.78501034,3191.134411,39.31977081
23854,20 06 2018 15:10,2606.562012,10.19377995,2906.821279,36.68503189
23855,20 06 2018 15:20,2415.922119,10.07742023,2839.307826,34.50341034
23856,20 06 2018 15:30,2326.836914,9.927934647,2746.473551,34.62849045
23857,20 06 2018 15:40,2183.985107,9.64574337,2551.414019,39.2591095
23858,20 06 2018 15:50,2351.154053,9.86036396,2702.178727,33.81320953
23859,20 06 2018 16:00,2029.453979,9.428982735,2423.378378,39.77397919
23860,20 06 2018 16:10,1609.265015,8.304224014,1708.726109,45.46200943
23861,20 06 2018 16:20,2041.024048,9.217731476,2285.192163,45.97957993
23862,20 06 2018 16:30,1806.347046,8.679285049,1939.647372,42.97047043
23863,20 06 2018 16:40,1843.165039,8.777283669,2001.524135,42.75101089
23864,20 06 2018 16:50,1630.592041,8.380125999,1754.6077,42.6567688
23865,20 06 2018 17:00,1395.166016,7.887104988,1466.024327,44.67609024
23866,20 06 2018 17:10,1507.775024,8.075666428,1573.620954,41.72200012
23867,20 06 2018 17:20,1396.831055,7.904001236,1475.510689,48.16942978
23868,20 06 2018 17:30,1388.727051,8.127934456,1604.088439,52.31832123
23869,20 06 2018 17:40,1082.229004,7.264419079,1139.605765,49.55369186
23870,20 06 2018 17:50,1215.812988,7.545168877,1281.294029,52.82213974
23871,20 06 2018 18:00,1053.069946,7.34047699,1176.936739,55.1543808
23872,20 06 2018 18:10,830.6781006,6.613204002,850.9884019,58.53055954
23873,20 06 2018 18:20,1087.708008,7.335323811,1174.381286,61.54692078
23874,20 06 2018 18:30,1600.383057,8.612996101,1898.11814,61.11965179
23875,20 06 2018 18:40,1633.077026,8.508172989,1833.035961,58.24108124
23876,20 06 2018 18:50,1420.526001,8.002589226,1531.479795,62.84843826
23877,20 06 2018 19:00,1586.29895,8.441052437,1791.770229,67.08000946
23878,20 06 2018 19:10,1644.963013,8.67028141,1933.990676,69.33400726
23879,20 06 2018 19:20,1138.620972,7.589008808,1304.162468,72.95890808
23880,20 06 2018 19:30,734.7200928,6.578880787,837.1931026,70.8618927
23881,20 06 2018 19:40,578.3134155,5.931406975,602.0914044,75.94146729
23882,20 06 2018 19:50,673.7871704,6.200434208,693.719354,75.65696716
23883,20 06 2018 20:00,830.8696899,7.062825203,1044.522885,75.42144012
23884,20 06 2018 20:10,1210.682007,7.892880917,1469.263653,75.71948242
23885,20 06 2018 20:20,1449.234985,8.377493858,1753.008766,70.70152283
23886,20 06 2018 20:30,1902.634033,9.226874352,2291.15307,66.90795898
23887,20 06 2018 20:40,1779.699951,8.983755112,2133.523765,70.22865295
23888,20 06 2018 20:50,1757.959961,8.939738274,2105.217435,70.80317688
23889,20 06 2018 21:00,1757.524048,8.89007473,2073.382131,69.0512085
23890,20 06 2018 21:10,2162.868896,9.866839409,2706.487892,73.12023926
23891,20 06 2018 21:20,2060.707031,9.571939468,2495.894782,73.06703949
23892,20 06 2018 21:30,2008.333008,9.456244469,2441.264708,72.93778992
23893,20 06 2018 21:40,1963.097046,9.377718925,2389.770656,73.00752258
23894,20 06 2018 21:50,1626.948975,8.596624374,1887.904555,72.07588196
23895,20 06 2018 22:00,1828.410034,9.025396347,2160.37568,69.64050293
23896,20 06 2018 22:10,1974.654053,9.289990425,2332.358522,67.70456696
23897,20 06 2018 22:20,2089.155029,9.544952393,2475.108691,69.3037262
23898,20 06 2018 22:30,2357.839111,10.14078045,2876.574295,70.84568787
23899,20 06 2018 22:40,2044.07605,9.413858414,2413.459302,69.85019684
23900,20 06 2018 22:50,2153.998047,9.784031868,2650.33982,71.50993347
23901,20 06 2018 23:00,2131.966064,9.647768021,2552.909985,74.37545013
23902,20 06 2018 23:10,2095.596924,9.729658127,2612.223953,75.42018127
23903,20 06 2018 23:20,1430.862061,8.128836632,1604.616649,75.66143036
23904,20 06 2018 23:30,955.6688843,7.132834911,1076.924494,80.01332092
23905,20 06 2018 23:40,851.2960815,6.807624817,931.6891805,76.81780243
23906,20 06 2018 23:50,1058.927979,7.514595985,1265.497232,77.18572235
23907,21 06 2018 00:00,927.201416,7.396421909,1204.928913,76.69513702
23908,21 06 2018 00:10,856.8629761,7.111044884,1066.770502,76.12848663
23909,21 06 2018 00:20,501.4746094,5.680435181,522.4342775,78.14360046
23910,21 06 2018 00:30,119.8019028,4.087964058,139.5057939,89.72460175
23911,21 06 2018 00:40,0,2.598212004,0,102.5516968
23912,21 06 2018 00:50,0,2.320449114,0,103.8235016
23913,21 06 2018 01:00,0,3.865705967,103.6583366,90.44541931
23914,21 06 2018 01:10,239.0821991,5.339907169,424.1034608,76.16988373
23915,21 06 2018 01:20,376.389801,5.619957924,504.1790917,73.04669952
23916,21 06 2018 01:30,243.1295013,5.158559799,375.9291264,78.0877533
23917,21 06 2018 01:40,157.8695984,4.195764065,160.2298641,85.1291275
23918,21 06 2018 01:50,0.987863421,2.642837048,0,93.11730194
23919,21 06 2018 02:00,10.52381992,3.746427059,84.45793427,82.63284302
23920,21 06 2018 02:10,29.65613937,3.267951012,30.31825194,76.40409088
23921,21 06 2018 02:20,352.0584106,5.43265295,449.8333374,49.54959106
23922,21 06 2018 02:30,210.9960022,4.802944183,289.0243249,52.94868088
23923,21 06 2018 02:40,272.625,5.02107811,341.194725,66.02522278
23924,21 06 2018 02:50,429.5032959,5.977875233,617.5563238,74.26550293
23925,21 06 2018 03:00,496.3900146,6.244819164,709.7410781,76.09348297
23926,21 06 2018 03:10,741.8148193,6.754826069,909.3367639,74.76822662
23927,21 06 2018 03:20,906.2984009,7.251606941,1133.397848,70.93702698
23928,21 06 2018 03:30,723.6157837,6.809635162,932.5468105,73.21762085
23929,21 06 2018 03:40,381.642395,5.588149071,494.7186437,74.94862366
23930,21 06 2018 03:50,26.57111931,2.916416883,0,94.80066681
23931,21 06 2018 04:00,136.9741058,3.951724052,118.9174634,85.08757782
23932,21 06 2018 04:10,164.0052032,4.633132935,250.7237665,78.35945129
23933,21 06 2018 04:20,31.28245926,3.269414902,30.428028,88.37844849
23934,21 06 2018 04:30,0,2.107269049,0,100.8104019
23935,21 06 2018 04:40,0,3.752863884,85.43596651,79.02031708
23936,21 06 2018 04:50,9.957489014,2.619632959,0,92.63935852
23937,21 06 2018 05:00,0,2.110697031,0,96.93200684
23938,21 06 2018 05:10,0,2.70529294,0,81.26502228
23939,21 06 2018 05:20,0,3.366811037,38.50198014,58.77880096
23940,21 06 2018 05:30,0,2.356134892,0,49.31882095
23941,21 06 2018 05:40,0,3.234925985,27.93284902,74.72187805
23942,21 06 2018 05:50,0,3.098962069,19.95026547,68.97057343
23943,21 06 2018 06:00,0,3.019582033,16.65730154,73.3899765
23944,21 06 2018 06:10,56.18729019,4.077665806,137.5551017,71.42636108
23945,21 06 2018 06:20,97.37978363,4.081241131,138.2317783,83.74813843
23946,21 06 2018 06:30,0.242665797,3.01315999,16.43497452,106.5644989
23947,21 06 2018 06:40,0,3.081666946,19.1469015,97.30510712
23948,21 06 2018 06:50,128.2738037,4.602249146,243.9617405,77.34938049
23949,21 06 2018 07:00,676.1635132,6.390781879,763.9269364,66.21755219
23950,21 06 2018 07:10,506.4237061,6.015431881,629.2093638,66.65294647
23951,21 06 2018 07:20,540.734314,6.151311874,676.2336884,68.43147278
23952,21 06 2018 07:30,1088.088989,7.553441048,1285.589664,71.67545319
23953,21 06 2018 07:40,1137.480957,7.716585159,1372.116,74.90540314
23954,21 06 2018 07:50,873.2299805,7.079717159,1052.281869,75.48605347
23955,21 06 2018 08:00,562.2797852,5.487792969,465.4951752,79.05236816
23956,21 06 2018 08:10,455.4049988,5.265047073,403.8817299,81.87732697
23957,21 06 2018 08:20,638.2230835,6.245748997,710.0789833,77.51625824
23958,21 06 2018 08:30,506.9559937,6.161655903,679.8943008,68.88350677
23959,21 06 2018 08:40,321.4393005,5.429712772,449.0059353,60.09860992
23960,21 06 2018 08:50,172.824707,4.496694088,221.3002778,54.20708847
23961,21 06 2018 09:00,159.4803009,4.349164009,190.7370694,58.94659042
23962,21 06 2018 09:10,286.3583984,5.030600071,343.5527569,58.52056885
23963,21 06 2018 09:20,526.8751221,6.038712025,637.1259205,61.68960953
23964,21 06 2018 09:30,1045.600952,7.418731213,1216.220196,59.40008926
23965,21 06 2018 09:40,696.0311279,6.411604881,771.8455954,56.40402985
23966,21 06 2018 09:50,799.0239258,6.832296848,942.2479463,60.72097015
23967,21 06 2018 10:00,1137.651978,7.706117153,1366.463548,60.03068161
